0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
09-01-0080-43,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MARIA AUXILIADORA,3A. CALLE 16-17 ZONA 3,77630281,OBDULIO ROLANDO RUIZ ALVA,YULISSA ANABELY OCHOA CIFUENTES,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0081-43,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PARA SEÑORITAS ENCARNACION ROSAL,12 AVE. 3-09 ZONA 1,77258985,WILSON RANFERI SIGUENZA LOPEZ,SARA JULIETA LÓPEZ MARTINEZ,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0083-43,09-006,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO ""SAN JUAN BOSCO""",3A. CALLE 14-40 ZONA 3,77674030,PEDRO GERÓNIMO SARAT CHAJ,INGRID KARINA PÉREZ MALDONADO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0084-43,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EVANGELICO LA PATRIA,19 AVE. 1-28 ZONA 3,78285600,WILSON RANFERI SIGUENZA LOPEZ,DAMARIS ILEANA SOSA DE LEÓN,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0085-43,09-002,QUETZALTENANGO,QUETZALTENANGO,COLEGIO 'LICEO MODERNO',7A. AVE. 6-45 ZONA 1,77619336,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,MARCO TULIO JUÁREZ MÉNDEZ,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0086-43,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO ALIANZA,"DIAGONAL 11 D12-03 ZONA 1,",77631025,OBDULIO ROLANDO RUIZ ALVA,GUILLERMO ALFREDO ARCHILA VALDEZ,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0087-43,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MONTESSORI,4A. CALLE 15A-24 ZONA 1,77631460,PEDRO GERÓNIMO SARAT CHAJ,LIDIA ARGENTINA LIMA PAR,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0089-43,09-002,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO 'LOS NIÑOS DEL SEÑOR,DIAGONAL 2 27-58 ZONA 3,77676212,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,ROBBIN ELEAZAR ESCOBAR CHET,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0092-43,09-002,QUETZALTENANGO,QUETZALTENANGO,COLEGIO 'AMERICANO',AVENIDA JESUS CASTILLO A-74 ZONA 1,77652176,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,LILIAM YOLANDA PEREYRA CASTILLO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0094-43,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EVANGELICO 'BETHANIA',CALLE 'C' 0-22 ZONA 1,77630164,PEDRO GERÓNIMO SARAT CHAJ,FERNANDO DAVID RIVERA ESPAÑA,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
